case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct
SYNTH-04405,Appeal (HC),Consumer Forum (District),1,Telangana,IT / Technology,2010-08-13,2012-12-30,29,419.72,0.67,0,0,2,0,0,1,Settlement / Compromise,
SYNTH-04406,Injunction,Commercial Court,2,Rajasthan,Real Estate,2016-12-26,2017-11-21,11,10.89,0.44,0,0,9,1,0,0,Transferred,
SYNTH-04407,Appeal (HC),Consumer Forum (State),2,Karnataka,Others,2014-12-12,2018-01-25,38,25.48,0.57,0,0,22,1,0,1,Decree in favour of plaintiff,
SYNTH-04408,Partition,High Court (Appeal),3,Tamil Nadu,Manufacturing,2020-04-18,2025-06-21,63,31.2,0.4,0,0,21,0,0,0,Transferred,
SYNTH-04409,CIRP (IBC),Consumer Forum (State),2,Punjab,Real Estate,2021-05-28,2022-07-22,14,3.9,0.6,0,0,5,0,0,0,Dismissed for default,4.1
SYNTH-04410,Partition,NCLAT,3,Uttar Pradesh,Infrastructure,2010-09-22,2012-06-13,21,0.19,0.57,0,0,30,0,0,0,Dismissed for default,
SYNTH-04411,Labour / Employment,NCLAT,3,Uttar Pradesh,Retail,2020-09-12,2022-08-03,23,6.13,0.32,0,0,12,1,0,0,Withdrawn,
SYNTH-04412,Liquidation (IBC),Commercial Court,2,Gujarat,Infrastructure,2019-10-10,2020-07-06,9,2.77,0.58,0,0,25,0,0,1,Decree in favour of plaintiff,12.99
SYNTH-04413,Specific Performance,Commercial Court,2,West Bengal,Others,2015-08-07,2016-11-29,16,5.59,0.66,0,0,23,1,0,1,Decree in favour of plaintiff,
SYNTH-04414,Appeal (HC),High Court (Original),3,Karnataka,Healthcare,2013-02-15,2016-01-31,36,10.39,0.5,0,0,0,0,0,0,Transferred,
SYNTH-04415,Appeal (HC),NCLT,2,Telangana,Banking & Finance,2012-04-26,2016-04-05,48,480.74,0.69,0,1,23,0,0,0,Dismissed on merits,
SYNTH-04416,Commercial Dispute,High Court (Original),3,Gujarat,Others,2019-02-26,2021-10-13,32,430.92,0.5,0,0,36,0,0,0,Withdrawn,
SYNTH-04417,Specific Performance,Supreme Court,4,Gujarat,Manufacturing,2020-11-07,2030-08-17,119,61.99,0.27,0,0,10,0,0,0,Dismissed for default,
SYNTH-04418,Civil Suit,High Court (Original),3,Telangana,Manufacturing,2019-08-25,2026-08-18,85,21.49,0.43,0,0,8,0,0,1,Decree in favour of plaintiff,
SYNTH-04419,IP Infringement,NCLT,2,Telangana,Manufacturing,2011-04-26,2012-03-21,11,5.3,0.63,0,0,13,0,0,0,Dismissed on merits,
SYNTH-04420,Civil Suit,Commercial Court,2,Gujarat,Manufacturing,2011-06-17,2012-11-08,17,121.69,0.43,0,0,15,0,1,1,Decree in favour of plaintiff,
SYNTH-04421,Consumer Dispute,Commercial Court,2,Rajasthan,Energy,2014-03-07,2015-04-01,13,19.81,0.34,0,0,25,1,0,0,Decree in favour of defendant,
SYNTH-04422,Civil Suit,Consumer Forum (District),1,Tamil Nadu,Real Estate,2019-10-03,2020-07-29,10,20.5,0.49,0,0,18,1,0,0,Withdrawn,
SYNTH-04423,Appeal (HC),Consumer Forum (District),1,Telangana,IT / Technology,2010-09-03,2013-11-16,39,93.35,0.5,1,1,4,0,1,0,Dismissed on merits,
SYNTH-04424,Labour / Employment,Consumer Forum (State),2,Rajasthan,IT / Technology,2010-03-17,2011-11-07,20,340.6,0.45,0,0,8,1,0,0,Transferred,
SYNTH-04425,Civil Suit,District Court,1,Maharashtra,IT / Technology,2016-04-08,2020-03-18,48,66.72,0.39,1,1,3,0,0,0,Withdrawn,
SYNTH-04426,Civil Suit,High Court (Original),3,Maharashtra,Infrastructure,2016-05-09,2021-07-12,63,32.66,0.56,0,0,26,1,0,1,Settlement / Compromise,
SYNTH-04427,Civil Suit,Commercial Court,2,Gujarat,Real Estate,2020-04-13,2023-04-28,37,193.91,0.27,0,0,13,1,0,0,Dismissed on merits,
SYNTH-04428,Money Recovery,High Court (Appeal),3,West Bengal,Telecom,2018-03-05,2021-05-18,39,6.72,0.65,0,0,2,0,1,1,Decree in favour of plaintiff,54.15
SYNTH-04429,Appeal (HC),NCLAT,3,Gujarat,Banking & Finance,2012-08-06,2013-09-30,14,175.73,0.4,0,0,4,1,1,0,Withdrawn,
SYNTH-04430,Consumer Dispute,NCLT,2,West Bengal,Banking & Finance,2012-12-13,2014-06-06,18,73.88,0.76,0,0,4,1,0,1,Settlement / Compromise,
SYNTH-04431,Arbitration,Commercial Court,2,Gujarat,Others,2012-09-27,2016-02-09,41,212.65,0.31,0,0,30,0,0,0,Withdrawn,
SYNTH-04432,Specific Performance,High Court (Appeal),3,Rajasthan,Infrastructure,2012-07-05,2016-02-15,44,36.52,0.27,1,0,20,1,0,0,Settlement / Compromise,
SYNTH-04433,Arbitration,NCLAT,3,Delhi,Telecom,2014-10-31,2015-08-27,10,38.91,0.32,0,0,31,0,1,0,Dismissed for default,
SYNTH-04434,Arbitration,High Court (Original),3,Uttar Pradesh,Retail,2010-09-18,2012-03-11,18,32.63,0.55,0,0,11,1,1,0,Dismissed for default,
SYNTH-04435,Consumer Dispute,District Court,1,Maharashtra,Real Estate,2019-08-12,2021-03-04,19,7.55,0.62,1,0,14,0,0,1,Decree in favour of plaintiff,
SYNTH-04436,Labour / Employment,High Court (Appeal),3,Punjab,Others,2011-09-02,2016-12-04,64,166.02,0.71,0,1,17,0,1,1,Settlement / Compromise,
SYNTH-04437,Money Recovery,Consumer Forum (State),2,Karnataka,Energy,2013-09-11,2015-09-01,24,60.17,0.71,0,0,7,0,0,1,Decree in favour of plaintiff,65.02
SYNTH-04438,CIRP (IBC),Consumer Forum (State),2,Telangana,Manufacturing,2016-11-10,2019-07-28,33,7.35,0.65,0,0,16,0,0,0,Transferred,1.47
SYNTH-04439,Consumer Dispute,NCLT,2,West Bengal,Others,2017-06-02,2019-08-21,27,77.6,0.7,1,0,11,0,0,1,Settlement / Compromise,
SYNTH-04440,IP Infringement,Supreme Court,4,Karnataka,Others,2019-10-23,2026-03-20,78,14.22,0.74,0,0,2,1,0,0,Transferred,
SYNTH-04441,Consumer Dispute,High Court (Original),3,Uttar Pradesh,Manufacturing,2020-07-03,2023-04-19,34,60.23,0.33,0,1,27,0,0,0,Transferred,
SYNTH-04442,CIRP (IBC),Supreme Court,4,Punjab,Manufacturing,2020-04-16,2023-08-29,41,10.98,0.53,1,1,8,1,1,0,Dismissed for default,0.77
SYNTH-04443,Money Recovery,NCLAT,3,Karnataka,Manufacturing,2014-11-29,2016-12-18,25,14.05,0.36,0,0,29,0,1,1,Decree in favour of plaintiff,49.08
SYNTH-04444,Commercial Dispute,Supreme Court,4,Karnataka,Others,2011-11-19,2016-06-25,56,41.19,0.71,0,0,5,0,0,1,Decree in favour of plaintiff,
SYNTH-04445,Consumer Dispute,NCLAT,3,West Bengal,Others,2012-08-17,2015-12-30,41,86.37,0.62,0,0,25,1,0,1,Settlement / Compromise,
SYNTH-04446,Labour / Employment,Supreme Court,4,Delhi,Others,2012-06-23,2014-09-11,27,540.57,0.79,0,1,17,1,0,1,Settlement / Compromise,
SYNTH-04447,Appeal (HC),High Court (Original),3,Tamil Nadu,Manufacturing,2020-09-16,2024-01-29,41,31.18,0.47,0,0,1,0,0,1,Settlement / Compromise,
SYNTH-04448,Civil Suit,NCLAT,3,Gujarat,Real Estate,2018-10-10,2021-08-25,35,16.98,0.47,0,0,27,1,0,1,Decree in favour of plaintiff,
SYNTH-04449,Appeal (HC),Consumer Forum (State),2,West Bengal,Others,2010-08-06,2016-01-07,66,62.8,0.61,0,0,38,1,0,1,Decree in favour of plaintiff,
SYNTH-04450,Arbitration,High Court (Original),3,Gujarat,Retail,2011-01-28,2015-12-03,59,5438.47,0.63,0,0,2,0,0,1,Settlement / Compromise,
SYNTH-04451,Specific Performance,NCLT,2,West Bengal,Real Estate,2011-09-30,2014-05-17,32,47.22,0.57,0,0,8,1,0,1,Decree in favour of plaintiff,
SYNTH-04452,Civil Suit,NCLAT,3,Maharashtra,Energy,2014-01-15,2014-11-11,10,45.57,0.58,0,0,2,0,1,0,Withdrawn,
SYNTH-04453,Consumer Dispute,Commercial Court,2,Karnataka,Banking & Finance,2016-12-18,2018-02-11,14,41.25,0.59,0,0,33,1,1,0,Transferred,
SYNTH-04454,CIRP (IBC),Consumer Forum (District),1,Gujarat,Healthcare,2016-04-05,2023-03-30,85,65.33,0.56,0,1,7,0,0,1,Settlement / Compromise,28.58
SYNTH-04455,Consumer Dispute,District Court,1,Rajasthan,Healthcare,2010-11-29,2014-02-11,39,263.12,0.4,0,0,12,0,1,0,Transferred,
SYNTH-04456,Injunction,High Court (Original),3,Punjab,Real Estate,2017-03-24,2020-01-08,34,609.92,0.28,0,0,25,1,1,0,Settlement / Compromise,
SYNTH-04457,Commercial Dispute,High Court (Appeal),3,Tamil Nadu,Healthcare,2021-02-12,2023-12-29,35,37.44,0.41,0,0,25,0,0,1,Decree in favour of plaintiff,
SYNTH-04458,Arbitration,Commercial Court,2,Rajasthan,Real Estate,2015-07-28,2016-10-20,15,30.72,0.39,0,0,18,1,0,0,Dismissed for default,
SYNTH-04459,Money Recovery,Consumer Forum (State),2,Delhi,Banking & Finance,2013-10-31,2014-09-26,11,2.24,0.28,0,0,1,1,0,1,Settlement / Compromise,94.61
SYNTH-04460,Partition,District Court,1,West Bengal,Real Estate,2013-03-19,2019-06-16,76,4.12,0.69,1,0,15,1,1,1,Decree in favour of plaintiff,
SYNTH-04461,Writ (HC),District Court,1,Maharashtra,Others,2020-05-29,2025-08-31,64,89.78,0.44,0,0,22,1,0,0,Dismissed on merits,
SYNTH-04462,CIRP (IBC),District Court,1,West Bengal,Banking & Finance,2018-11-21,2023-07-28,57,294.67,0.39,0,0,17,1,0,1,Decree in favour of plaintiff,36.09
SYNTH-04463,Appeal (HC),Supreme Court,4,Gujarat,IT / Technology,2013-03-03,2016-05-16,39,3.32,0.32,0,0,28,1,1,0,Withdrawn,
SYNTH-04464,Injunction,District Court,1,Gujarat,Others,2018-07-23,2021-03-09,32,730.66,0.26,0,0,19,0,0,0,Withdrawn,
SYNTH-04465,Money Recovery,High Court (Original),3,Punjab,Others,2021-11-24,2023-04-18,17,54.56,0.57,0,0,25,0,0,1,Decree in favour of plaintiff,48.62
SYNTH-04466,IP Infringement,High Court (Appeal),3,Uttar Pradesh,Real Estate,2014-04-22,2024-08-27,126,273.16,0.62,0,0,12,0,0,0,Decree in favour of defendant,
SYNTH-04467,Partition,High Court (Original),3,Tamil Nadu,Telecom,2016-08-05,2021-02-10,55,16.21,0.56,0,0,19,1,0,0,Dismissed on merits,
SYNTH-04468,Commercial Dispute,High Court (Appeal),3,Rajasthan,Others,2010-10-31,2012-08-21,22,35.65,0.59,0,0,28,1,0,0,Withdrawn,
SYNTH-04469,CIRP (IBC),NCLT,2,Delhi,Infrastructure,2018-10-20,2024-02-21,65,143.8,0.66,1,0,16,1,0,0,Settlement / Compromise,2.63
SYNTH-04470,Writ (HC),NCLT,2,Maharashtra,Healthcare,2013-09-21,2016-04-08,31,147.45,0.6,0,0,10,0,0,0,Settlement / Compromise,
SYNTH-04471,Labour / Employment,Commercial Court,2,West Bengal,Real Estate,2013-07-31,2015-01-22,18,6.54,0.31,0,0,0,0,0,1,Settlement / Compromise,
SYNTH-04472,Civil Suit,Commercial Court,2,Telangana,Infrastructure,2018-06-25,2021-04-10,34,349.54,0.77,0,0,39,0,0,1,Settlement / Compromise,
SYNTH-04473,IP Infringement,NCLAT,3,Delhi,IT / Technology,2019-06-16,2020-04-11,10,187.33,0.45,1,0,35,0,0,1,Settlement / Compromise,
SYNTH-04474,Appeal (HC),NCLT,2,Tamil Nadu,IT / Technology,2017-07-21,2023-03-22,69,54.41,0.26,0,0,25,1,0,1,Settlement / Compromise,
SYNTH-04475,Commercial Dispute,Supreme Court,4,Punjab,Retail,2010-07-05,2013-09-17,39,65.66,0.54,0,0,33,0,1,1,Settlement / Compromise,
SYNTH-04476,Partition,NCLAT,3,Delhi,Telecom,2014-02-10,2015-03-07,13,21.65,0.63,0,0,4,1,0,1,Settlement / Compromise,
SYNTH-04477,CIRP (IBC),District Court,1,Maharashtra,Healthcare,2012-05-05,2017-03-10,59,4.93,0.59,0,0,31,0,0,0,Transferred,1.52
SYNTH-04478,Liquidation (IBC),District Court,1,Karnataka,Others,2015-01-25,2018-10-06,45,909.45,0.75,0,0,20,1,0,0,Dismissed for default,0.79
SYNTH-04479,Arbitration,NCLT,2,Rajasthan,IT / Technology,2016-02-18,2019-09-30,44,24.79,0.66,0,0,31,0,1,1,Settlement / Compromise,
SYNTH-04480,Arbitration,High Court (Original),3,Gujarat,Real Estate,2010-07-13,2013-07-27,37,46.37,0.5,0,0,8,1,1,1,Settlement / Compromise,
SYNTH-04481,CIRP (IBC),District Court,1,Gujarat,Telecom,2021-05-27,2027-12-22,80,7.65,0.49,0,0,0,1,0,1,Decree in favour of plaintiff,12.82
SYNTH-04482,Consumer Dispute,Supreme Court,4,Karnataka,IT / Technology,2011-05-04,2020-06-15,111,105.22,0.61,0,0,13,0,1,0,Transferred,
SYNTH-04483,Specific Performance,Consumer Forum (District),1,Gujarat,Retail,2011-11-24,2013-02-16,15,1.67,0.8,0,1,27,0,1,1,Decree in favour of plaintiff,
SYNTH-04484,Consumer Dispute,Supreme Court,4,Tamil Nadu,Retail,2011-06-12,2015-10-19,53,255.17,0.6,0,0,10,0,0,0,Decree in favour of defendant,
SYNTH-04485,Liquidation (IBC),NCLT,2,Delhi,Retail,2017-09-02,2019-08-23,24,56.97,0.29,0,0,23,0,0,0,Dismissed on merits,0.36
SYNTH-04486,Specific Performance,Commercial Court,2,Delhi,Real Estate,2018-10-09,2021-10-23,37,42.13,0.27,0,0,5,0,0,0,Transferred,
SYNTH-04487,Arbitration,High Court (Original),3,West Bengal,Infrastructure,2019-04-01,2020-11-21,20,49.41,0.62,0,0,21,0,0,0,Decree in favour of defendant,
SYNTH-04488,Liquidation (IBC),Consumer Forum (District),1,Karnataka,Manufacturing,2015-08-06,2016-02-02,6,90.5,0.59,0,0,30,0,0,1,Decree in favour of plaintiff,38.58
SYNTH-04489,CIRP (IBC),NCLT,2,Karnataka,Energy,2012-09-21,2016-09-30,49,100.76,0.41,1,0,17,0,1,0,Settlement / Compromise,1.6
SYNTH-04490,Commercial Dispute,High Court (Original),3,West Bengal,Telecom,2017-12-26,2020-08-12,32,34.54,0.69,0,0,21,1,0,1,Decree in favour of plaintiff,
SYNTH-04491,Commercial Dispute,NCLAT,3,Punjab,Energy,2014-01-04,2015-08-27,20,21.43,0.5,0,0,16,1,0,1,Settlement / Compromise,
SYNTH-04492,Writ (HC),High Court (Appeal),3,Delhi,Others,2020-01-26,2023-08-08,43,33.11,0.45,0,0,19,0,1,0,Dismissed for default,
SYNTH-04493,CIRP (IBC),NCLT,2,Tamil Nadu,Others,2010-10-03,2012-10-22,25,61.59,0.43,0,0,25,0,0,0,Dismissed on merits,7.56
SYNTH-04494,Money Recovery,District Court,1,Uttar Pradesh,Energy,2020-07-04,2024-06-13,48,41.63,0.46,0,0,28,1,0,1,Settlement / Compromise,95.07
SYNTH-04495,Consumer Dispute,NCLAT,3,Telangana,IT / Technology,2013-04-17,2014-05-12,13,30.53,0.73,0,1,22,0,0,1,Decree in favour of plaintiff,
SYNTH-04496,Civil Suit,High Court (Appeal),3,Karnataka,IT / Technology,2012-12-12,2015-12-27,37,33.22,0.7,0,0,15,0,0,0,Settlement / Compromise,
SYNTH-04497,Injunction,District Court,1,Punjab,Energy,2015-10-28,2020-05-04,55,4.2,0.7,0,1,27,0,0,1,Settlement / Compromise,
SYNTH-04498,Liquidation (IBC),District Court,1,Rajasthan,Banking & Finance,2020-02-15,2026-09-11,80,141.02,0.47,0,0,11,0,0,1,Settlement / Compromise,14.74
SYNTH-04499,Arbitration,Commercial Court,2,Maharashtra,Retail,2019-12-28,2020-10-23,10,123.33,0.55,0,0,34,1,0,1,Settlement / Compromise,
SYNTH-04500,Money Recovery,High Court (Original),3,Tamil Nadu,Banking & Finance,2020-12-18,2022-02-11,14,19.4,0.37,0,0,15,0,0,1,Settlement / Compromise,54.07
SYNTH-04501,Civil Suit,NCLT,2,Maharashtra,Retail,2014-11-01,2017-06-18,32,44.59,0.75,0,0,25,0,0,1,Settlement / Compromise,
SYNTH-04502,Specific Performance,High Court (Original),3,Karnataka,Banking & Finance,2018-11-28,2020-12-17,25,10.43,0.59,0,0,27,0,0,1,Decree in favour of plaintiff,
SYNTH-04503,Injunction,Consumer Forum (State),2,Uttar Pradesh,Retail,2014-01-15,2016-08-02,31,174.31,0.42,0,0,11,1,0,0,Withdrawn,
SYNTH-04504,Civil Suit,Consumer Forum (District),1,Rajasthan,Others,2020-03-23,2022-09-09,30,129.23,0.31,0,1,17,0,0,0,Withdrawn,
SYNTH-04505,Arbitration,High Court (Original),3,Delhi,Real Estate,2020-03-25,2022-07-13,28,159.47,0.55,0,0,20,0,0,0,Decree in favour of defendant,
SYNTH-04506,Specific Performance,High Court (Appeal),3,Maharashtra,Banking & Finance,2011-07-29,2015-08-07,49,66.75,0.37,0,0,17,1,0,1,Settlement / Compromise,
SYNTH-04507,Arbitration,NCLAT,3,Maharashtra,Telecom,2021-08-13,2022-09-07,13,25.91,0.8,0,0,35,1,0,1,Decree in favour of plaintiff,
SYNTH-04508,Labour / Employment,Commercial Court,2,Maharashtra,Manufacturing,2010-01-16,2012-01-06,24,2121.36,0.5,1,0,27,0,0,1,Settlement / Compromise,
SYNTH-04509,Labour / Employment,Commercial Court,2,Karnataka,Healthcare,2018-10-10,2020-12-28,27,21.83,0.75,0,0,12,1,0,1,Settlement / Compromise,
SYNTH-04510,Civil Suit,NCLAT,3,Maharashtra,Infrastructure,2015-01-01,2015-11-27,11,26.11,0.78,0,0,11,0,1,1,Decree in favour of plaintiff,
SYNTH-04511,Specific Performance,NCLAT,3,Gujarat,Others,2019-01-19,2023-05-28,53,30.0,0.5,0,0,18,0,0,1,Decree in favour of plaintiff,
SYNTH-04512,CIRP (IBC),Consumer Forum (District),1,Karnataka,Healthcare,2010-12-13,2013-06-30,31,31.07,0.38,0,0,23,0,0,0,Dismissed for default,0.1
SYNTH-04513,Partition,Consumer Forum (State),2,Tamil Nadu,Retail,2014-03-09,2017-07-21,41,23.15,0.27,0,0,13,1,0,1,Settlement / Compromise,
SYNTH-04514,Writ (HC),Consumer Forum (District),1,Telangana,IT / Technology,2021-06-12,2022-08-06,14,657.41,0.53,0,0,27,0,0,0,Decree in favour of defendant,
SYNTH-04515,Writ (HC),NCLT,2,Rajasthan,Manufacturing,2021-05-22,2025-05-31,49,178.75,0.73,1,0,12,0,0,0,Withdrawn,
SYNTH-04516,Appeal (HC),High Court (Original),3,Karnataka,Others,2010-08-11,2014-12-18,53,108.78,0.46,0,1,8,0,0,1,Decree in favour of plaintiff,
SYNTH-04517,Labour / Employment,High Court (Original),3,Gujarat,Real Estate,2011-09-18,2019-10-06,98,58.32,0.3,0,0,16,0,0,0,Transferred,
SYNTH-04518,Writ (HC),Supreme Court,4,Maharashtra,Banking & Finance,2020-11-03,2027-05-31,80,6.19,0.55,0,0,13,0,1,0,Dismissed on merits,
SYNTH-04519,Civil Suit,High Court (Original),3,Punjab,Real Estate,2014-11-01,2016-09-21,23,9.01,0.53,0,0,12,0,0,0,Withdrawn,
SYNTH-04520,Arbitration,Commercial Court,2,Rajasthan,Retail,2010-01-22,2013-10-03,45,1.19,0.68,0,0,23,0,0,1,Settlement / Compromise,
SYNTH-04521,Commercial Dispute,Commercial Court,2,Delhi,Real Estate,2011-05-14,2012-12-04,19,0.61,0.65,0,0,15,1,0,1,Settlement / Compromise,
SYNTH-04522,Appeal (HC),NCLAT,3,Telangana,Manufacturing,2016-01-22,2016-12-17,11,26.14,0.73,0,1,12,1,0,1,Settlement / Compromise,
SYNTH-04523,Commercial Dispute,High Court (Appeal),3,Gujarat,IT / Technology,2010-01-08,2016-11-02,83,98.98,0.75,0,0,6,0,1,0,Dismissed for default,
SYNTH-04524,Writ (HC),NCLAT,3,Punjab,Real Estate,2012-12-01,2013-10-27,11,270.14,0.57,0,0,6,0,0,0,Transferred,
SYNTH-04525,Partition,Commercial Court,2,Gujarat,Others,2018-07-05,2020-06-24,24,57.76,0.41,0,0,36,1,0,1,Settlement / Compromise,
SYNTH-04526,Liquidation (IBC),NCLT,2,West Bengal,Energy,2014-07-30,2015-11-22,16,12.37,0.68,1,0,1,0,0,1,Settlement / Compromise,23.71
SYNTH-04527,Money Recovery,District Court,1,Tamil Nadu,Others,2011-11-04,2015-11-13,49,553.43,0.44,0,0,26,1,0,0,Settlement / Compromise,0.2
SYNTH-04528,Arbitration,NCLT,2,West Bengal,Real Estate,2014-05-22,2020-05-20,73,80.96,0.61,0,0,8,1,0,0,Withdrawn,
SYNTH-04529,Arbitration,Commercial Court,2,Gujarat,Retail,2014-05-29,2015-04-24,11,12.82,0.43,0,0,1,0,1,0,Decree in favour of defendant,
SYNTH-04530,Specific Performance,High Court (Original),3,Gujarat,Healthcare,2010-05-23,2012-04-12,23,20.19,0.73,0,0,2,1,0,0,Transferred,
SYNTH-04531,Money Recovery,NCLAT,3,Rajasthan,IT / Technology,2019-01-27,2019-10-24,9,74.09,0.56,0,0,2,0,0,1,Settlement / Compromise,96.03
SYNTH-04532,Money Recovery,Commercial Court,2,Maharashtra,Retail,2014-08-06,2017-08-20,37,1.24,0.45,0,0,15,0,0,1,Settlement / Compromise,73.69
SYNTH-04533,CIRP (IBC),Supreme Court,4,Gujarat,Energy,2019-11-19,2025-10-18,72,61.32,0.63,0,0,23,1,0,0,Dismissed for default,3.85
SYNTH-04534,Liquidation (IBC),Supreme Court,4,Uttar Pradesh,Energy,2010-12-17,2028-07-15,214,712.27,0.39,0,0,9,0,1,1,Settlement / Compromise,42.23
SYNTH-04535,Arbitration,High Court (Original),3,Tamil Nadu,Telecom,2017-04-11,2019-08-29,29,13.19,0.52,0,0,34,1,0,0,Decree in favour of defendant,
SYNTH-04536,Partition,Consumer Forum (District),1,Telangana,Energy,2011-11-08,2013-11-27,25,9.28,0.33,0,0,35,0,0,0,Dismissed for default,
SYNTH-04537,Partition,NCLAT,3,Delhi,Others,2011-05-20,2012-10-11,17,191.91,0.5,0,0,4,0,0,1,Settlement / Compromise,
SYNTH-04538,Consumer Dispute,NCLAT,3,West Bengal,Banking & Finance,2012-08-21,2014-01-13,17,13.2,0.76,1,1,4,0,0,0,Dismissed on merits,
SYNTH-04539,Civil Suit,Consumer Forum (District),1,Karnataka,Manufacturing,2010-01-20,2012-12-05,35,3.26,0.27,0,0,19,0,1,1,Decree in favour of plaintiff,
SYNTH-04540,Liquidation (IBC),NCLT,2,Tamil Nadu,Others,2012-04-28,2014-05-18,25,51.29,0.25,0,0,20,1,0,0,Decree in favour of defendant,11.76
SYNTH-04541,Injunction,Supreme Court,4,Punjab,Energy,2017-04-01,2035-02-26,218,31.43,0.71,0,0,6,0,0,1,Decree in favour of plaintiff,
SYNTH-04542,Civil Suit,Consumer Forum (District),1,Telangana,Banking & Finance,2011-05-29,2012-09-20,16,21.82,0.75,1,0,8,1,1,1,Settlement / Compromise,
SYNTH-04543,Labour / Employment,Consumer Forum (District),1,Delhi,Others,2019-09-04,2022-01-21,29,20.7,0.31,1,0,32,0,1,0,Decree in favour of defendant,
SYNTH-04544,Consumer Dispute,Supreme Court,4,West Bengal,Others,2017-09-09,2025-03-01,91,56.18,0.76,1,0,4,1,0,0,Dismissed for default,
SYNTH-04545,Liquidation (IBC),NCLT,2,Tamil Nadu,Real Estate,2011-12-23,2013-11-12,23,138.05,0.75,0,1,4,1,0,1,Settlement / Compromise,22.02
SYNTH-04546,Commercial Dispute,Commercial Court,2,Tamil Nadu,Infrastructure,2020-03-14,2021-09-05,18,232.58,0.57,0,0,40,0,0,0,Decree in favour of defendant,
SYNTH-04547,Liquidation (IBC),High Court (Appeal),3,Karnataka,Energy,2014-04-24,2018-08-31,53,10.06,0.46,0,0,19,1,0,1,Decree in favour of plaintiff,59.99
SYNTH-04548,Consumer Dispute,District Court,1,Punjab,Real Estate,2020-11-30,2023-11-15,36,45.31,0.4,0,1,12,0,0,0,Settlement / Compromise,
SYNTH-04549,Consumer Dispute,NCLAT,3,West Bengal,Energy,2018-03-28,2019-08-20,17,386.98,0.25,0,0,17,1,0,1,Settlement / Compromise,
SYNTH-04550,Commercial Dispute,High Court (Appeal),3,Rajasthan,IT / Technology,2013-06-02,2015-10-20,29,36.86,0.43,0,0,1,0,0,0,Dismissed on merits,
SYNTH-04551,Civil Suit,Commercial Court,2,Maharashtra,Healthcare,2018-05-12,2018-12-08,7,736.67,0.57,0,0,29,0,0,0,Decree in favour of defendant,
SYNTH-04552,Arbitration,NCLAT,3,Tamil Nadu,Healthcare,2012-01-17,2012-11-12,10,89.15,0.55,0,0,23,1,0,1,Decree in favour of plaintiff,
SYNTH-04553,Injunction,High Court (Original),3,Karnataka,Others,2012-02-26,2014-12-12,34,47.13,0.52,1,0,16,0,0,1,Decree in favour of plaintiff,
SYNTH-04554,Civil Suit,Consumer Forum (State),2,Maharashtra,Manufacturing,2013-08-20,2017-01-01,41,669.74,0.26,0,1,29,0,0,1,Settlement / Compromise,
SYNTH-04555,Injunction,NCLT,2,Telangana,Healthcare,2010-09-26,2013-07-12,34,145.86,0.42,0,0,7,0,0,1,Decree in favour of plaintiff,
SYNTH-04556,Injunction,Supreme Court,4,Delhi,Banking & Finance,2018-05-13,2024-02-11,70,251.21,0.37,0,0,17,0,0,0,Dismissed for default,
SYNTH-04557,Partition,Commercial Court,2,Rajasthan,Energy,2011-06-24,2013-01-14,19,273.99,0.4,0,0,5,1,0,0,Dismissed for default,
SYNTH-04558,IP Infringement,District Court,1,Delhi,Infrastructure,2018-04-30,2025-02-22,83,276.94,0.43,0,0,8,0,0,1,Decree in favour of plaintiff,
SYNTH-04559,Civil Suit,Supreme Court,4,Uttar Pradesh,Telecom,2016-11-09,2020-05-22,43,42.41,0.56,0,0,30,0,0,0,Decree in favour of defendant,
SYNTH-04560,Arbitration,High Court (Original),3,Rajasthan,Retail,2019-01-14,2022-04-28,40,6.98,0.62,0,0,4,1,0,1,Decree in favour of plaintiff,
SYNTH-04561,Writ (HC),NCLT,2,Delhi,Real Estate,2018-07-13,2023-12-14,66,53.6,0.5,0,0,12,1,0,1,Settlement / Compromise,
SYNTH-04562,Money Recovery,Consumer Forum (District),1,Maharashtra,Banking & Finance,2012-05-18,2014-04-08,23,22.98,0.59,0,0,22,0,1,0,Transferred,15.19
SYNTH-04563,IP Infringement,High Court (Original),3,Punjab,Manufacturing,2020-11-05,2024-12-14,50,69.59,0.7,0,0,9,1,0,0,Transferred,
SYNTH-04564,Appeal (HC),High Court (Appeal),3,Maharashtra,Retail,2013-02-06,2017-02-15,49,32.93,0.37,0,0,14,1,0,0,Transferred,
SYNTH-04565,Consumer Dispute,Supreme Court,4,Maharashtra,Others,2020-07-30,2026-10-27,76,504.84,0.42,0,0,37,0,0,0,Decree in favour of defendant,
SYNTH-04566,Labour / Employment,Consumer Forum (State),2,Tamil Nadu,Others,2017-05-31,2020-08-13,39,183.89,0.74,0,0,31,0,0,1,Settlement / Compromise,
